titre,date,contenu,url
"Après le salon, le sapin de Noël a sa place au compost",08 janv. 2022 à 16:30,"« Sapinou ». C’est le doux nom donné à l’opération de collecte de sapins de la Métropole . Une campagne qui ferait sens auprès de tous les collaborateurs. Et Lionel Coiffard le premier. Le vice-président de Grenoble-Alpes Métropole, et chargé de la gestion des déchets, explique comment, depuis 2019, ses équipes récupèrent les sapins de Noël et gèrent leur processus de recyclage. « C’était nécessaire d’organiser une opération comme celle-ci à l’échelle de la Métropole car la collecte de sapins comporte des risques. C’est du bois et cela peut prendre feu facilement. C’est pourquoi les points de collecte se trouvent souvent sur des parkings ou des places de marchés. » À l’échelle de Grenoble uniquement, ce sont quelque 6 700 sapins qui ont été collectés, et environ 13 000 à l’échelle de la Métropole en 2021. Cette année, les chiffres sont en hausse car la commune de Saint-Paul-de-Varces a rejoint la campagne de collecte. Les 52 points de collecte sont une réponse « pour faciliter la mobilité des citoyens non-véhiculés et éviter le dépôt sauvage », rappelle le vice-président. Cette pratique est d’ailleurs interdite sous peine d’une amende de 150 euros. Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix Collectés par les services de la Métropole, les sapins sont ensuite… broyés. Les employés s’y attèlent sur le site d'Athanor, à La Tronche. Le broyat, complété avec d’autres déchets verts, est ensuite envoyé au centre de compostage de Murianette, dans le Grésivaudan. Une dizaine d’agriculteurs viennent y chercher de quoi enrichir leurs sols. « L’ajout de broyat dans le compost permet d’accélérer le processus de compostage de six mois à quatre semaines. » Une démarche vertueuse et qui a le mérite de fonctionner en circuit court. « Cette solution de recyclage concerne un tiers des sapins » précise néanmoins Lionel Coiffard. Des enseignes incitent par exemple les consommateurs à rapporter leur sapin en échange d’un bon d’achat. Certains foyers font aussi le choix d’acquérir un sapin en pot, qu’ils peuvent ensuite facilement replanter. Car si la question des sapins est un sujet récurrent à chaque début d’année, « nous sommes toujours surpris de voir toute l’année de plus en plus de déchets verts s’accumuler dans les déchèteries des communes où beaucoup de maisons ont des jardins », confie Lionel Coiffard. Le manque de connaissance des réutilisations possibles, notamment des sapins, en est la cause. « Pourquoi pas les laisser se décomposer au pied des arbres ou les donner à un voisin qui leur trouverait un usage ? », propose Lionel Coiffard. L’opération est porteuse d’un message, souligne Lionel Coiffard. Celui de faire prendre conscience que le processus de recyclage, « ça implique quand même un coût financier… mais aussi un coût carbone ». Il engage donc les citoyens à réutiliser les sapins quand ils le peuvent, ou à réfléchir à une alternative au traditionnel sapin coupé. Une résolution écologique et pratique, à méditer pour la nouvelle année… Du 3 au 28 janvier 2022, à Grenoble et dans treize autres communes alentours, 21 déchèteries et 52 points de collecte temporaires sont mis en place pour accueillir les sapins de Noël. Attention, sont interdits les sapins en plastique comme les sapins naturels avec neige artificielle. Pour localiser les lieux de collecte, rendez-vous sur grenoblealpesmetropole.fr",https://www.ledauphine.com/environnement/2022/01/08/apres-le-salon-le-sapin-de-noel-a-sa-place-au-compost
La collecte des sapins se poursuit jusqu'au 14 janvier,08 janv. 2022 à 16:15,"Après le succès remporté l’an dernier, avec une centaine de sapins recyclés, la collecte est reconduite à Pont-Évêque, jusqu’au 14 janvier. Cette année, pour encourager les habitants à les déposer sur les sites dédiés, trois emplacements sont proposés : place Claude-Barbier, sur le parking situé face au stade municipal et sur le parking du cimetière. Seuls les sapins naturels, non floqués, sont acceptés. Une partie servira à nourrir des chèvres. L’autre sera broyée et utilisée par les services techniques de la Ville pour pailler les plants et les jardinières. Jusqu’au 14 janvier, sur la place Claude-Barbier, sur les parkings face au stade et du cimetière.",https://www.ledauphine.com/environnement/2022/01/08/isere-pont-eveque-la-collecte-des-sapins-se-poursuit-jusqu-au-14-janvier
Val d'Arc : la seconde vie du site industriel de la Pouille,08 janv. 2022 à 15:10,"Aiguebelle, à la fin du XIX e siècle, garde une solide réputation de bourg marchand, avec des commerces variés, des marchés hebdomadaires et des marchés agricoles annuels qui en font une place forte dans le département. ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/08/la-seconde-vie-du-site-industriel-de-la-pouille
Aix-les-Bains : la grande lassitude des agences de voyages après deux ans de Covid,08 janv. 2022 à 14:45,"« On devient zinzins, on a constamment besoin de vérifier ». Les employés des agences de voyages aixoises sont à bout de souffle. Les derniers records de contamination à la Covid-19 et... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/08/aix-les-bains-la-grande-lassitude-des-agences-de-voyages-apres-deux-ans-de-covid
Apremont parcelle du Longeray de Willy Blanc,08 janv. 2022 à 14:19,"Au Cellier des Chênes à Saint-Baldoph, la Bourgogne, le Bordelais et la vallée du Rhône figurent en bonne place. La Savoie aussi. Caviste aux goûts éclectiques, Willy Blanc aime mettre en valeur les vins de... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/08/apremont-parcelle-du-longeray-de-willy-blanc
Neige : l'interdiction de circulation des poids lourds levée,08 janv. 2022 à 13:36,"À lire aussi : Isère. Risque d’avalanche en Oisans : deux routes fermées À la mi-journée, l'interdiction de circulation des poids lourds sur la D529 et la RN85 a été levée. Au regard des prévisions météorologiques défavorables liées à la neige, la circulation des véhicules de transport dont le poids total autorisé en charge (PTAC) est supérieur à 7,5 tonnes a été interdite par la préfecture de l’Isère dans les deux sens de circulation ce samedi 8 janvier dès 8 h 30 et pour une durée indéterminée sur la RN 85 entre les communes de Vizille et La Mure (rampe de Laffrey) et la RD 529 entre les communes de Jarrie et La Mure. Sous réserve d’équipements spéciaux, ces interdictions de circulation ne s’appliquent pas aux véhicules d’intérêt général prioritaires ou bénéficiant de facilités de passage tels que définis à l’article R.311-1 du code de la route, aux véhicules de secours et d’intervention, notamment les véhicules de dépannage des réseaux d’électricité (dont transport des groupes électrogènes) et de télécommunications, aux véhicules d’approvisionnement en matériaux de traitement de chaussée, aux véhicules de transport de voyageurs, aux véhicules de transports scolaires, aux véhicules assurant la collecte du lait, et aux véhicules assurant la distribution du fioul domestique dans la limite de 19 tonnes de PTAC. À lire aussi : Météo. Neige en Drôme et  en Ardèche : des conditions de circulation difficiles sur certaines routes Des aires de stockage sont prévues, sur la RD 529, au lieu-dit « Le Mollard » située juste avant le carrefour RD 529/RD 113B, à la surlargeur de La Motte-Saint-Martin située juste après le carrefour RD 529/RD 113B, au ruisseau de Vaulx en limite des communes de La Motte-Saint-Martin et La Motte-d’Aveillans et au lieu-dit « La Combe Folle » à La Motte-d’Aveillans.",https://www.ledauphine.com/environnement/2022/01/08/neige-la-rn-85-et-la-rd-529-interdites-aux-camions
Risque d’avalanche en Oisans : deux routes fermées,08 janv. 2022 à 12:33,"Face au risque d’avalanche, deux routes ont été fermées à la circulation, ce samedi. La D111, dite route « du Pas de la confession » est ainsi coupée entre Huez et Villard-Reculas dans les deux sens de circulation pour une durée indéterminée. À lire aussi : Isère. Neige : l'interdiction de circulation des poids lourds levée Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix Dans le même secteur et toujours à cause du risque d’avalanche, c’est la D211A, la route qui mène d’Auris-en-Oisans à La Garde et qui surplombe la vallée de la Romanche, qui est fermée à la circulation pour une durée indéterminée. Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix",https://www.ledauphine.com/environnement/2022/01/08/risque-d-avalanche-en-oisans-deux-routes-fermees
Épisodes naturels : « Anticiper pour éviter le pire sur les routes »,08 janv. 2022 à 10:20,"Contre la falaise, les rayons du soleil font briller les stalactites qui gouttent le long de la paroi. Le Bréda s’écoule tranquillement, tandis que les véhicules se succèdent sur la route départementale 525. Dans le secteur du pont de la Noue, à l’entrée des Gorges du Bréda (côté Allevard), la carte postale de cette fin de semaine tranche avec celle à laquelle on a pu assister dix jours auparavant, lors des intempéries qui ont touché tout le département . Le Grésivaudan a été particulièrement impacté ( Lumbin , Le Plateau-des-Petites-Roches …) et sur la RD 525, quelques centaines de mètres après le pont de la Noue, 100 m 3 de montagne se sont effondrés, bloquant la chaussée. Mais pas de blessés : les services du Département avaient pris la décision de fermer la route le... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/08/episodes-naturels-anticiper-pour-eviter-le-pire-sur-les-routes
"« Anti-pass » et gilets jaunes à nouveau dans la rue, une collision fatale entre un pick-up et un bus en Isère... l'essentiel de l'actu de ce samedi 8 janvier",08 janv. 2022 à 07:45,"« Anti-vax », gilets jaunes, et même Black blocs ? Après quelques semaines de trêve dues aux vacances de Noël, la mobilisation reprend, ce samedi. Alors la dernière mobilisation des anti-vax et anti-pass sanitaire avait rassemblé un peu plus de 20 000 personnes le 11 décembre d’après le ministère de l’Intérieur. Après l’interview d’Emmanuel Macron le 4 janvier, qui disait vouloir « emmerder » les non-vaccinés, et qui a aussi enflammé les débats sur le projet de loi transformant le pass sanitaire en pass vaccinal le contexte est particulièrement tendu. Les gilets jaunes veulent aussi se mobiliser, et certaines tensions sont déjà pressenties. Un appel à manifester a donc été lancé pour ce samedi 8 janvier. La SNCF va supprimer 10% de ses TGV et 20% des Intercités à partir de la semaine prochaine. Une mesure imposée par une chute des réservations due à la crise sanitaire. « Compte tenu d'une baisse constatée des réservations de 30% depuis le début de l'année -en particulier en semaine-, le plan de transport TGV sera adapté à compter de la semaine prochaine et assuré à hauteur de 90% de l'offre prévue, et à 80% pour les Intercités », a indiqué un porte-parole de SNCF Voyageurs. Les voyageurs dont les trains sont supprimés seront contactés et pourront changer leur billet ou se faire rembourser. Le point sur le Covid en France : 21 605 patients hospitalisés en France, 193 décès supplémentaires Les hôpitaux continuent de se remplir en France où actuellement 21 605 patients (+436 en 24h) sont pris en charge pour Covid-19, dont 3815 se trouvent dans les services de soins critiques (+56), qui accueillent les patients les plus durement touchés. Par ailleurs, 193 décès ont été enregistrés en 24h en milieu hospitalier. Ce vendredi, 328 214 nouveaux cas de contamination ont été recensés en France. Sur les sept derniers jours, le nombre de contaminations quotidiennes est de 267 223. La barre des 100 000 avait été atteinte seulement le 29 décembre. Le drame de la route est survenu peu avant 19 heures, ce vendredi 7 janvier, sur la RD 522 entre Meyrieu-les-Étangs et Saint-Jean-de-Bournay. Un bus circulant à vide et une voiture se sont télescopés. Dans le choc, le conducteur d’un 4x4 pick-up est décédé sur le coup : il était âgé de 27 ans. Le chauffeur du bus serait gravement blessé. La routé a été fermée le temps de l’enquête, avec les premières constatations sur les lieux de l'accident. Plus d'infos ici. Son appel à SOS Médecin a sonné dans le vide et, quand elle a finalement eu quelqu’un au Samu, elle s’est entendue répondre que son état ne justifiait pas l’envoi d’une ambulance et qu’elle devait prendre un Doliprane. En réalité, cette Grenobloise faisait un infarctus qui lui a valu la pose de trois stents en urgence. « C’est bien la preuve qu’ils sont noyés ! Parce qu’ils ne sont pas assez nombreux et qu’ils bossent comme des dingues ! Et quand on voit combien les personnels soignants sont payés… », s’exaspère-t-elle. Retrouvez son témoignage à lire ici. Le député de la 3eme circonscription du Pas-de-Calais, José Evrard, est mort des suites du Covid-19. C’est sur le compte Twitter du député, tenu pour l'occasion par son assistant parlementaire, qu’a été communiquée la nouvelle. Âgé de 76 ans, il était membre du parti Debout la France, présidé par Nicolas Dupont-Aignan. Le président de l'Assemblée nationale, Richard Ferrand, a partagé ""ses pensées émues et solidaires dans la peine"". Dans un match joué dans la confusion après les nombreux cas de Covid-19 des Girondins, les Marseillais se sont finalement imposés pour la première fois depuis 1977 en terres bordelaises, en ouverture de la 20e journée de Ligue 1 (0-1). Le Turc Cengiz Under a marqué l'unique but de la rencontre à la 37e minute en profitant d'un mauvaise relance du gardien bordelais Benoît Costil. Revenu dans une forme étincelante après une baisse de régime sur la fin de l'année 2021, le Turc a inscrit son deuxième but sur ce début d'année (buteur face à l'US Chauvigny en 16es de Coupe de France le 2 janvier dernier). Samedi, le temps sera assez perturbé. Comme la veille, il y aura encore pas mal d'averses neigeuses à moyenne altitude et sur les massifs. Côté températures, on attend 5°C à Grenoble, 4°C à Gap et 10°C à Avignon.",https://www.ledauphine.com/environnement/2022/01/08/anti-pass-et-gilets-jaunes-a-nouveau-dans-la-rue-une-collision-fatale-entre-un-pick-up-et-un-bus-en-isere-l-essentiel-de-l-actu-de-ce-samedi-8-janvier
Bédoin : Les élus approuvent le règlement du lotissement Le Clos des Sables,08 janv. 2022 à 06:09,"À l’occasion du dernier conseil municipal, les élus ont évoqué les critères d’attribution et de vente des lots du projet de création d’un lotissement communal. Le maire, Alain Constant, a présenté la... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/07/les-elus-approuvent-le-reglement-du-lotissement-le-clos-des-sables
Carpentras : Zone de turbulence pour les métiers du voyage,08 janv. 2022 à 06:08,"La situation sanitaire, ses aléas, les prises de décisions subites des autorités sanitaires, autant de difficultés qui malmènent les professionnels du voyage depuis de longs mois. Si la situation est apparue compliquée au début, les agences se sont peu à peu organisées, les modalités en matière d’assurance... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/07/zone-de-turbulence-pour-les-metiers-du-voyage
Future liaison cycles-piétons entre Crolles et Brignoud : le tracé A l’emporte largement,08 janv. 2022 à 06:07,"Ce projet de passerelle dédiée aux cycles et piétons, leur permettant à la fois la traversée de l’Isère puis de l’autoroute A41, fait l’unanimité dans ce secteur clé du Grésivaudan, où l’enjeu des mobilités actives n’a jamais été aussi fort. Et cette attente l’est d’autant plus sur ce territoire périurbain particulièrement dépendant de l’automobile, où trois déplacements sur quatre se font... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/07/future-liaison-cycles-pietons-le-trace-a-l-emporte-largement
"À Annecy, on sauve les articles de sport de la poubelle",08 janv. 2022 à 06:05,"Sûr qu’au fond de votre garage, vous avez au choix une vieille paire de skis, des raquettes usagées, des bâtons et des chaussures devenus trop petits ou une trottinette abandonnée par votre ado depuis qu’il a passé son permis… Surtout, n’allez pas les jeter dans n’importe quelle benne ! Filez plutôt dans une des quatre déchetteries de l’agglomération d’Annecy où leur collecte est organisée ; celle de Chavanod, d’Annecy (Vovray), de Cran-Gevrier ou de Saint-Jorioz. ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/08/a-annecy-on-sauve-les-articles-de-sport-de-la-poubelle
Aix-les-Bains : une passion fédératrice pour la mythique Porsche 911,08 janv. 2022 à 06:05,"« Certaines passions méritent d’être partagées. » Une philosophie, pour l’association Porsche Club 911 Classic France. Un fil conducteur pour son secrétaire général, Jean-Philippe Deschamp. Une trame née de la passion de l’automobile du Savoyard d’adoption, qui a longtemps vécu en Île-de-France. « J’ai fait des... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/08/aix-les-bains-une-passion-federatrice-pour-la-mythique-porsche-911
"« On s’est pris le Covid en pleine face » : la société Lamazuna, spécialisée dans les cosmétiques, doit licencier",08 janv. 2022 à 06:05,"Lamazuna, l’entreprise de cosmétiques solides et bios, dont le siège est basé à Marches (Nord Drôme), n’a pas été... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/07/drome-marches-la-societe-lamazuna-doit-licencier-on-s-est-pris-la-covid-en-pleine-face
"Colombier-le-Vieux : par manque de personnel, la boucherie Valla contrainte de fermer les après-midi",08 janv. 2022 à 06:05,"Amandine et Grégory Valla ont repris l’entreprise familiale de boucherie-charcuterie-épicerie en... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/07/par-manque-de-personnel-la-boucherie-valla-contrainte-de-fermer-les-apres-midi
Le taux de chômage en légère baisse atteint les 3 %,08 janv. 2022 à 06:05,"Même s’il a légèrement augmenté en fin d’année, le taux de chômage en Suisse est en légère baisse selon les derniers chiffres du secrétariat d’État à l’économie. Le nombre de chômeurs en moyenne annuelle pour 2021 s’élevait à 137 614 personnes, soit 8 106 personnes de moins qu’en 2020. Le taux de chômage annuel moyen s’élève donc à 3 %, ce qui représente une légère baisse par rapport à 2020 (3,1 %). Le Seco précise également dans son communiqué que, comme en 2020, les effets de la crise sanitaire sur l’emploi ont été amortis par les mesures exceptionnelles mises en place comme les augmentations du nombre d’indemnités journalières ou la prolongation de la durée de perception de l’indemnité de chômage.",https://www.ledauphine.com/economie/2022/01/08/le-taux-de-chomage-en-legere-baisse-atteint-les-3
"Convention citoyenne : « Allô, c’est la Métropole de Grenoble, on vous appelle pour le climat »",08 janv. 2022 à 06:03,"150 citoyens représentatifs de la Métropole (âge, classe sociale, commune, niveau de diplôme, etc.) seront tirés au sort entre mi-janvier et mi-février. Ils seront contactés par téléphone (fixe ou portable) et participeront à cinq sessions (d’un week-end à chaque fois) entre mars et juillet 2022. Ils échangeront avec des experts et participeront à des débats contradictoires. Ils rédigeront ensuite des propositions qui seront remises aux élus de la Métropole. Les 150 citoyens seront indemnisés 350 €. Les Métropolitains avec un mandat d’élu en sont exclus, mais pas les militants. La mission des citoyens sera de répondre à deux enjeux : quelles mesures prendre pour... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/07/allo-c-est-la-metropole-on-vous-appelle-pour-le-climat
Votre météo du samedi 8 janvier : de nouvelles averses de neige attendues,08 janv. 2022 à 06:03,,https://www.ledauphine.com/environnement/2022/01/07/votre-meteo-du-samedi-8-janvier-de-nouvelles-averses-de-neige-attendues
L’Isle-sur-la-Sorgue : Un film pour tout savoir sur la farine locale,08 janv. 2022 à 06:02,"Alors que la Région Sud Provence-Alpes-Côte d’Azur a lancé fin 2019 “Lou Pan d’ici”, la baguette 100 % Sud, issue d’une collaboration inédite entre quatre coopératives céréalières, trois moulins, et plus d’une centaine de boulangers, la ville de L’Isle-sur-la-Sorgue soutient depuis 2018 une initiative unique en France, la... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/07/un-film-pour-tout-savoir-sur-la-farine-locale
"À Vienne, la galette des Rois fait toujours recette",08 janv. 2022 à 06:02,"C’est l’effervescence dans le laboratoire de la pâtisserie Grana à Vienne. Maxime Mustapha enchaîne les galettes des rois et la tâche est physique. « Elles sont toutes étalées à la main ! », dit-il. ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/08/isere-a-vienne-la-galette-des-rois-fait-toujours-recette
La région attire les Franciliens,09 janv. 2022 à 23:46,"Quelles régions attirent les actifs qui souhaitent quitter Paris et sa grande couronne ?... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/la-region-attire-les-franciliens
Une maison à 12 000 € par mois louée en 24 heures,09 janv. 2022 à 23:45,"C’est un bien d’exception comme on en voit peu dans la Métropole de Lyon. Une villa de 425 m² sur une parcelle de... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/une-maison-a-12-000-par-mois-louee-en-24-heures
"Pluie-inondation, crues : cinq départements du Sud désormais en vigilance rouge",09 janv. 2022 à 22:40,"Alerte rouge dans cinq départements du Sud. Dans son dernier bulletin de 22h30, Météo France a placé trois nouveaux départements en vigilance rouge pour ""pluie-inondation"" : les Hautes-Pyrénées, la Haute-Garonne et l'Ariège. Les Landes et les Pyrénées-Atlantiques sont toujours en vigilance rouge pour risques de crues (ainsi que «pluie-inondation » et une vigilance orange «avalanches » pour les Pyrénées-Atlantiques). Les Hautes-Pyrénées, la Haute-Garonne et l'Ariège sont également toujours en vigilance orange «crues » et «avalanches ». Trois autres départements sont toujours en alerte orange pour risques de crues : le Gers, l'Aisne et le Nord. Les Pyrénées-Orientales restent par ailleurs en vigilance orange « avalanches, ainsi que l'Andorre. Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix L'épisode pluvio-neigeux se renforce dimanche soir, avec une activité modérée parfois assez forte (intensités pluvieuses entre 3 à 7 mm/h), et une limite pluie-neige vers 1000m d'altitude en ce début de nuit sur l'Ariège, et au-dessus de 2000m sur les départements plus à l'ouest, souligne Météo-France. « Les précipitations vont se renforcer dans les prochaines heures et persister durant cette nuit avec des intensités pluvieuses de 10 mm/h ou plus », ajoute l'organisme. L'épisode devrait se poursuivre jusqu'en soirée de lundi avec une baisse des intensités pluvieuses ensuite, plus lente sur l'est de la chaîne. Il devrait prendre fin mardi matin. Dans les Pyrénées, « le principal risque se situera en-dessous de 2000 à 2200m d'altitude où l’activité avalancheuse de neige humide va se généraliser d’ouest en est », indique Météo France. Les secteurs routiers de moyenne montagne (au-dessus d’environ 1500m) seront concernés par de nombreuses coulées de talus, et localement par une très grande avalanche dans des couloirs où la neige s’est accumulée en journée de dimanche Au-dessus de 2200 m, l’activité avalancheuse va se renforcer avec l’accumulation de neige et la surcharge engendrée par la neige plus lourde. « De grandes avalanches spontanées pourront se produire dans les couloirs habituels et menacer les infrastructures des stations de haute montagne », poursuit le bulletin. Selon le réseau de surveillance Vigicrues, une « crue majeure » du Gave d'Oloron, classé en vigilance rouge, est attendue à partir du milieu de la nuit dans les Pyrénées-Atlantiques et en aval, dans les Landes, et devrait dépasser son niveau de décembre dernier. Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix Dans les Pyrénées-Atlantiques, les transports scolaires vers les écoles et collèges des vallées d'Aspe et d'Ossau, et vers les lycées de Pau, de Mauléon et d'Oloron-Sainte-Marie depuis ces zones, seront annulés lundi, a indiqué la préfecture dimanche soir. Celle-ci « déconseille » aux parents d'emmener leurs enfants à l'école et appelle à « limiter » les déplacements « au strict minimum » dans ces vallées. La circulation des trains entre Oloron-Sainte-Marie et Bedous sera suspendue lundi, a ajouté la préfecture.",https://www.ledauphine.com/environnement/2022/01/09/fortes-pluies-crues-cinq-departements-places-en-vigilance-orange
"Deux cents véhicules de collection sur les allés de l’Oulle, à l’appel de 4A",09 janv. 2022 à 20:43,"L’Association avignonnaise automobiles anciennes (4A) a réuni pas moins de 200 véhicules de collection, ce dimanche 9 janvier, sur les allées de l’Oulle. Un grand rassemblement qu’elle... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/deux-cents-vehicules-de-collection-sur-les-alles-de-l-oulle-a-l-appel-de-4a
Permanence économique ce mardi 11 janvier,09 janv. 2022 à 20:38,"...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/permanence-economique-ce-mardi-11-janvier
Conférence sur le projet de centrale solaire de la Maison de la musique,09 janv. 2022 à 20:33,"Lundi, c’est de 19 h 30 à 21 heures que la Ville de Meylan annoncera à la Maison de la musique le début de sa collaboration avec Energ’Y Citoyennes lors... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/09/conference-sur-le-projet-de-centrale-solaire-de-la-maison-de-la-musique
"Des travaux avenue de Karben et rue du Cornillon, dès ce lundi",09 janv. 2022 à 20:31,"En raison de travaux de création de deux réseaux AEP nécessitant la réalisation d’une tranchée, la... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/des-travaux-avenue-de-karben-et-rue-du-cornillon-des-ce-lundi
La station de Crévoux disposera d’un télésiège en 2023,09 janv. 2022 à 20:00,"Crévoux va remplacer son principal tire-fesses par un télésiège. Pour dynamiser la station, le maire veut aussi favoriser l’implantation d’une résidence de tourisme associée à une tour-opérateur. « On dépose le permis cette année, on commence les travaux à l’automne pour une... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/la-station-disposera-d-un-telesiege-dans-deux-ans
Des démissions et un nouveau président à l'association Passion commerce,09 janv. 2022 à 19:55,"Ben Borde, propriétaire du magasin de meubles Couleur Maison prend les manettes de l’association des commerçants Passion commerce. Les deux coprésidentes, Amandine Chatelus et Mélanie Robert, ont effet démissionné. Elles ont officialisé leur décision ce jeudi 6 janvier au cours d’un conseil d‘administration extraordinaire de l’association. À lire aussi : Bourgoin-Jallieu. Passion Commerce : après leur démission, les deux co-présidentes s’expliquent « Le déclencheur a été le fiasco des illuminations du 8 décembre. Ce n’est pas de gaieté de cœur mais j’entends tirer la sonnette d’alarme », explique Mélanie Robert qui dit être en désaccord profond avec la relation qui existe entre la Ville et l’association des commerçants. Une assemblée générale élective se réunira au printemps pour désigner le nouveau président.",https://www.ledauphine.com/economie/2022/01/09/isere-bourgoin-jallieu-des-demissions-et-un-nouveau-president-a-l-association-passion-commerce
Des fèves en hommage aux pompiers des trois communes,09 janv. 2022 à 19:51,"Sylvain et Cyril, les associés de la boulangerie M de Tavernolles, sur la... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/des-feves-en-hommage-aux-pompiers-des-trois-communes
Un nouvel atelier de couture,09 janv. 2022 à 19:50,"...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/un-nouvel-atelier-de-couture
